Ticker;Ticker BBG;Name
ZGNX;ZGNX UQ Equity;Zogenix Inc
MG;MG UN Equity;Mistras Group Inc
LOPE;LOPE UW Equity;Grand Canyon Education Inc
CBOE;CBOE UW Equity;Cboe Global Markets Inc
RRTS;RRTS UN Equity;Roadrunner Transportation Systems Inc
APOG;APOG UW Equity;Apogee Enterprises Inc
CLDPQ;CLDPQ UN Equity;Cloud Peak Energy Inc
ASCMA;ASCMA UW Equity;Ascent Capital Group Inc
ALPN;ALPN UQ Equity;Alpine Immune Sciences Inc
ASPS;ASPS UW Equity;Altisource Portfolio Solutions SA
SREV;SREV UW Equity;ServiceSource International Inc
GNMX;GNMX US Equity;Aevi Genomic Medicine Inc
SKUL;SKUL UW Equity;Skullcandy Inc
GCAP;GCAP UN Equity;GAIN Capital Holdings Inc
AIN;AIN UN Equity;Albany International Corp
ANTH;ANTH UQ Equity;Anthera Pharmaceuticals Inc
OA;OA UN Equity;Northrop Grumman Innovation Systems Inc
TBNK;TBNK UW Equity;Territorial Bancorp Inc
TMH;TMH UN Equity;Team Health Holdings Inc
ATO;ATO UN Equity;Atmos Energy Corp
EXAM;EXAM UN Equity;ExamWorks Group Inc
BOH;BOH UN Equity;Bank of Hawaii Corp
B;B UN Equity;Barnes Group Inc
BKH;BKH UN Equity;Black Hills Corp
MTRN;MTRN UN Equity;Materion Corp
CBT;CBT UN Equity;Cabot Corp
1667208D;1667208D UN Equity;Calgon Carbon Corp
CSL;CSL UN Equity;Carlisle Cos Inc
BKU;BKU UN Equity;BankUnited Inc
CDI;CDI UN Equity;CDI Corp
9999966D;9999966D UN Equity;Spectrum Brands Legacy Inc
CIEIQ;CIEIQ UN Equity;Cobalt International Energy Inc
ASMB;ASMB UR Equity;Assembly Biosciences Inc
CHE;CHE UN Equity;Chemed Corp
CBB;CBB UN Equity;Cincinnati Bell Inc
CLC;CLC UN Equity;CLARCOR Inc
CARB;CARB UQ Equity;Carbonite Inc
CMC;CMC UN Equity;Commercial Metals Co
P;P UN Equity;Pandora Media LLC
CTS;CTS UN Equity;CTS Corp
CHSP;CHSP UN Equity;Chesapeake Lodging Trust
DBD;DBD UN Equity;Diebold Nixdorf Inc
PEB;PEB UN Equity;Pebblebrook Hotel Trust
DCI;DCI UN Equity;Donaldson Co Inc
GNRC;GNRC UN Equity;Generac Holdings Inc
ESE;ESE UN Equity;ESCO Technologies Inc
ESL;ESL UN Equity;Esterline Technologies Corp
CLDT;CLDT UN Equity;Chatham Lodging Trust
FSS;FSS UN Equity;Federal Signal Corp
FCF;FCF UN Equity;First Commonwealth Financial Corp
TRNO;TRNO UN Equity;Terreno Realty Corp
AJRD;AJRD UN Equity;Aerojet Rocketdyne Holdings Inc
SIR;SIR UN Equity;Select Income REIT
HAE;HAE UN Equity;Haemonetics Corp
HE;HE UN Equity;Hawaiian Electric Industries Inc
MTH;MTH UN Equity;Meritage Homes Corp
HMN;HMN UN Equity;Horace Mann Educators Corp
UBA;UBA UN Equity;Urstadt Biddle Properties Inc
SEMG;SEMG UN Equity;SemGroup Corp
HUBB;HUBB UN Equity;Hubbell Inc
IDA;IDA UN Equity;IDACORP Inc
IEX;IEX UN Equity;IDEX Corp
INT;INT UN Equity;World Fuel Services Corp
AXE;AXE UN Equity;Anixter International Inc
GXP;GXP UN Equity;Great Plains Energy Inc
IL;IL UN Equity;Intralinks Holdings Inc
KMT;KMT UN Equity;Kennametal Inc
LZB;LZB UN Equity;La-Z-Boy Inc
LDL;LDL UN Equity;Lydall Inc
PLOW;PLOW UN Equity;Douglas Dynamics Inc
MDC;MDC UN Equity;MDC Holdings Inc
ALE;ALE UN Equity;ALLETE Inc
MLI;MLI UN Equity;Mueller Industries Inc
NFG;NFG UN Equity;National Fuel Gas Co
NPK;NPK UN Equity;National Presto Industries Inc
NJR;NJR UN Equity;New Jersey Resources Corp
ACW;ACW UN Equity;Accuride Corp
OGE;OGE UN Equity;OGE Energy Corp
TOWR;TOWR UN Equity;Tower International Inc
OLN;OLN UN Equity;Olin Corp
OMI;OMI UN Equity;Owens & Minor Inc
GNMK;GNMK UQ Equity;GenMark Diagnostics Inc
DOOR;DOOR UN Equity;Masonite International Corp
OXM;OXM UN Equity;Oxford Industries Inc
BLMT;BLMT UR Equity;BSB Bancorp Inc/MA
PKE;PKE UN Equity;Park Aerospace Corp
AFG;AFG UN Equity;American Financial Group Inc/OH
QLIK;QLIK UW Equity;Qlik Technologies Inc
PVH;PVH UN Equity;PVH Corp
PNY;PNY UN Equity;Piedmont Natural Gas Co Inc
THR;THR UN Equity;Thermon Group Holdings Inc
PCH;PCH UW Equity;PotlatchDeltic Corp
RJF;RJF UN Equity;Raymond James Financial Inc
TVIAQ;TVIAQ UW Equity;TerraVia Holdings Inc
RLI;RLI UN Equity;RLI Corp
ROL;ROL UN Equity;Rollins Inc
SQI;SQI UW Equity;SciQuest Inc
NGHC;NGHC UQ Equity;National General Holdings Corp
COR;COR UN Equity;CoreSite Realty Corp
SWX;SWX UN Equity;Southwest Gas Holdings Inc
NDLS;NDLS UW Equity;Noodles & Co
SMP;SMP UN Equity;Standard Motor Products Inc
UNVR;UNVR UN Equity;Univar Solutions Inc
CAA;CAA UN Equity;CalAtlantic Group Inc/old
KEYW;KEYW UW Equity;KeyW Holding Corp/The
AMD;AMD UR Equity;Advanced Micro Devices Inc
SXI;SXI UN Equity;Standex International Corp
BAH;BAH UN Equity;Booz Allen Hamilton Holding Corp
QRVO;QRVO UW Equity;Qorvo Inc
AL;AL UN Equity;Air Lease Corp
SF;SF UN Equity;Stifel Financial Corp
MSGS;MSGS UN Equity;Madison Square Garden Sports Corp
RGR;RGR UN Equity;Sturm Ruger & Co Inc
THO;THO UN Equity;Thor Industries Inc
ZG;ZG UW Equity;Zillow Group Inc
TTC;TTC UN Equity;Toro Co/The
TG;TG UN Equity;Tredegar Corp
UGI;UGI UN Equity;UGI Corp
UNF;UNF UN Equity;UniFirst Corp/MA
UNTCQ;UNTCQ UN Equity;Unit Corp
SXT;SXT UN Equity;Sensient Technologies Corp
UHT;UHT UN Equity;Universal Health Realty Income Trust
UVV;UVV UN Equity;Universal Corp/VA
WGL;WGL UN Equity;WGL Holdings Inc
AVA;AVA UN Equity;Avista Corp
WRI;WRI UN Equity;Weingarten Realty Investors
WST;WST UN Equity;West Pharmaceutical Services Inc
CTRL;CTRL UW Equity;Control4 Corp
WWW;WWW UN Equity;Wolverine World Wide Inc
CBRL;CBRL UW Equity;Cracker Barrel Old Country Store Inc
HNI;HNI UN Equity;HNI Corp
KELYA;KELYA UW Equity;Kelly Services Inc
BBRG;BBRG UW Equity;Bravo Brio Restaurant Group
SC;SC UN Equity;Santander Consumer USA Holdings Inc
MLHR;MLHR UW Equity;Herman Miller Inc
SON;SON UN Equity;Sonoco Products Co
ESND;ESND UW Equity;Essendant Inc
ESI;ESI UN Equity;Element Solutions Inc
AAON;AAON UW Equity;AAON Inc
VRNT;VRNT UW Equity;Verint Systems Inc
ABAX;ABAX UW Equity;Abaxis Inc
ARCB;ARCB UW Equity;ArcBest Corp
ZLTQ;ZLTQ UW Equity;Zeltiq Aesthetics Inc
ACAT;ACAT UW Equity;Arctic Cat Inc
AVD;AVD UN Equity;American Vanguard Corp
TVTY;TVTY UW Equity;Tivity Health Inc
AIRM;AIRM UW Equity;Air Methods Corp
9990408D;9990408D UN Equity;Aaron's LLC
ATNI;ATNI UW Equity;ATN International Inc
AZZ;AZZ UN Equity;AZZ Inc
BEAV;BEAV UW Equity;B/E Aerospace Inc
BELFB;BELFB UW Equity;Bel Fuse Inc
CBKCQ;CBKCQ UN Equity;Christopher & Banks Corp
BIO;BIO UN Equity;Bio-Rad Laboratories Inc
BKE;BKE UN Equity;Buckle Inc/The
CNR;CNR UN Equity;Cornerstone Building Brands Inc
STAG;STAG UN Equity;STAG Industrial Inc
CTLT;CTLT UN Equity;Catalent Inc
BMI;BMI UN Equity;Badger Meter Inc
SYF;SYF UN Equity;Synchrony Financial
BRC;BRC UN Equity;Brady Corp
INN;INN UN Equity;Summit Hotel Properties Inc
CGIPQ;CGIPQ UN Equity;Celadon Group Inc
CATO;CATO UN Equity;Cato Corp/The
USCR;USCR UR Equity;US Concrete Inc
CAKE;CAKE UW Equity;Cheesecake Factory Inc/The
AAT;AAT UN Equity;American Assets Trust Inc
CASY;CASY UW Equity;Casey's General Stores Inc
CHEF;CHEF UW Equity;Chefs' Warehouse Inc/The
CATY;CATY UW Equity;Cathay General Bancorp
CBM;CBM UN Equity;Cambrex Corp
CBU;CBU UN Equity;Community Bank System Inc
1847942D;1847942D UN Equity;LANXESS Solutions US Inc
CDR;CDR UN Equity;Cedar Realty Trust Inc
CENTA;CENTA UW Equity;Central Garden & Pet Co
CGNX;CGNX UW Equity;Cognex Corp
CHCO;CHCO UW Equity;City Holding Co
FRP;FRP UR Equity;FairPoint Communications LLC
CLH;CLH UN Equity;Clean Harbors Inc
CMTL;CMTL UW Equity;Comtech Telecommunications Corp
CNMD;CNMD UW Equity;CONMED Corp
CMD;CMD UN Equity;Cantel Medical Corp
COHU;COHU UW Equity;Cohu Inc
COLB;COLB UW Equity;Columbia Banking System Inc
AMTG;AMTG UN Equity;Apollo Residential Mortgage Inc
BH;BH UN Equity;Biglari Holdings Inc
WAIR;WAIR UN Equity;Wesco Aircraft Holdings Inc
GNE;GNE UN Equity;Genie Energy Ltd
CRUS;CRUS UW Equity;Cirrus Logic Inc
CRVL;CRVL UW Equity;CorVel Corp
AFAM;AFAM UW Equity;Almost Family Inc
ASNAQ;ASNAQ UW Equity;Ascena Retail Group Inc
DGII;DGII UW Equity;Digi International Inc
FRC;FRC UN Equity;First Republic Bank/CA
DIOD;DIOD UW Equity;Diodes Inc
DNKN;DNKN UW Equity;Dunkin' Brands Group Inc
RDUS;RDUS UQ Equity;Radius Health Inc
RSE;RSE UN Equity;Rouse Properties LLC
LCII;LCII UN Equity;LCI Industries
ABCD;ABCD UR Equity;Cambium Learning Group Inc
WEN;WEN UW Equity;Wendy's Co/The
EGP;EGP UN Equity;EastGroup Properties Inc
EZPW;EZPW UW Equity;EZCORP Inc
EXPO;EXPO UW Equity;Exponent Inc
FMER;FMER UW Equity;FirstMerit Corp
FELE;FELE UW Equity;Franklin Electric Co Inc
FFBC;FFBC UW Equity;First Financial Bancorp
FBP;FBP UN Equity;First BanCorp/Puerto Rico
FICO;FICO UN Equity;Fair Isaac Corp
SPNX;SPNX UN Equity;Superior Energy Services Inc
FMBI;FMBI UW Equity;First Midwest Bancorp Inc/IL
FREDQ;FREDQ UW Equity;Fred's Inc
FUL;FUL UN Equity;HB Fuller Co
FULT;FULT UW Equity;Fulton Financial Corp
GBCI;GBCI UW Equity;Glacier Bancorp Inc
GVA;GVA UN Equity;Granite Construction Inc
GK;GK UW Equity;G&K Services LLC
KCG;KCG UN Equity;Virtu KCG Holdings LLC
GNTX;GNTX UW Equity;Gentex Corp
HVT;HVT UN Equity;Haverty Furniture Cos Inc
HWC;HWC UW Equity;Hancock Whitney Corp
HCSG;HCSG UW Equity;Healthcare Services Group Inc
HELE;HELE UW Equity;Helen of Troy Ltd
HWKN;HWKN UW Equity;Hawkins Inc
ICUI;ICUI UW Equity;ICU Medical Inc
MODN;MODN UN Equity;Model N Inc
IDXX;IDXX UW Equity;IDEXX Laboratories Inc
TILE;TILE UW Equity;Interface Inc
DIN;DIN UN Equity;Dine Brands Global Inc
IIVI;IIVI UW Equity;II-VI Inc
INDB;INDB UW Equity;Independent Bank Corp
BLUE;BLUE UW Equity;Bluebird Bio Inc
TRCO;TRCO UN Equity;Tribune Media Co
AEGN;AEGN UW Equity;Aegion Corp
GFF;GFF UN Equity;Griffon Corp
IVC;IVC UN Equity;Invacare Corp
IPAR;IPAR UW Equity;Inter Parfums Inc
ITG;ITG UN Equity;Investment Technology Group Inc
JJSF;JJSF UW Equity;J & J Snack Foods Corp
KEX;KEX UN Equity;Kirby Corp
VIVO;VIVO UW Equity;Meridian Bioscience Inc
KOPN;KOPN UW Equity;Kopin Corp
ANET;ANET UN Equity;Arista Networks Inc
LANC;LANC UW Equity;Lancaster Colony Corp
LAWS;LAWS UW Equity;Lawson Products Inc/DE
LDR;LDR UN Equity;Landauer Inc
LXU;LXU UN Equity;LSB Industries Inc
CMRX;CMRX UQ Equity;Chimerix Inc
PRA;PRA UN Equity;ProAssurance Corp
MEI;MEI UN Equity;Methode Electronics Inc
MMSI;MMSI UW Equity;Merit Medical Systems Inc
MSA;MSA UN Equity;MSA Safety Inc
MNRO;MNRO UW Equity;Monro Inc
MOG/A;MOG/A UN Equity;Moog Inc
RT;RT UN Equity;Ruby Tuesday Inc
MCS;MCS UN Equity;Marcus Corp/The
MCY;MCY UN Equity;Mercury General Corp
MTRX;MTRX UW Equity;Matrix Service Co
MTSC;MTSC UW Equity;MTS Systems Corp
MYE;MYE UN Equity;Myers Industries Inc
ONTO;ONTO UW Equity;Onto Innovation Inc
NAVG;NAVG UW Equity;Navigators Group Inc/The
NBTB;NBTB UW Equity;NBT Bancorp Inc
NEOG;NEOG UW Equity;Neogen Corp
JONEQ;JONEQ UN Equity;Jones Energy Inc
NVR;NVR UN Equity;NVR Inc
EVTC;EVTC UN Equity;EVERTEC Inc
NWN;NWN UN Equity;Northwest Natural Holding Co
ODFL;ODFL UW Equity;Old Dominion Freight Line Inc
BRSWQ;BRSWQ UN Equity;Bristow Group Inc/old
RLGT;RLGT UA Equity;Radiant Logistics Inc
CUZ;CUZ UN Equity;Cousins Properties Inc
PEI;PEI UN Equity;Pennsylvania Real Estate Investment Trus
AGYS;AGYS UW Equity;Agilysys Inc
SFBS;SFBS UW Equity;ServisFirst Bancshares Inc
1448021D;1448021D UN Equity;Parkway Properties Inc/Md
PLXS;PLXS UW Equity;Plexus Corp
CRCM;CRCM UN Equity;Care.com Inc
POWL;POWL UW Equity;Powell Industries Inc
PSB;PSB UN Equity;PS Business Parks Inc
KWR;KWR UN Equity;Quaker Chemical Corp
NXGN;NXGN UW Equity;NextGen Healthcare Inc
RBC;RBC UN Equity;Regal Beloit Corp
REGN;REGN UW Equity;Regeneron Pharmaceuticals Inc
RGS;RGS UN Equity;Regis Corp
OFC;OFC UN Equity;Corporate Office Properties Trust
UEIC;UEIC UW Equity;Universal Electronics Inc
DLTH;DLTH UW Equity;Duluth Holdings Inc
ROG;ROG UN Equity;Rogers Corp
RPM;RPM UN Equity;RPM International Inc
SAFM;SAFM UW Equity;Sanderson Farms Inc
SCHL;SCHL UW Equity;Scholastic Corp
SCL;SCL UN Equity;Stepan Co
SMG;SMG UN Equity;Scotts Miracle-Gro Co/The
SENEA;SENEA UW Equity;Seneca Foods Corp
SFNC;SFNC UW Equity;Simmons First National Corp
SHLM;SHLM UW Equity;Lyondellbasell Advanced Polymers Inc
ICON;ICON UW Equity;Iconix Brand Group Inc
SIGI;SIGI UW Equity;Selective Insurance Group Inc
CMO;CMO UN Equity;Capstead Mortgage Corp
SIGM;SIGM UW Equity;Sigma Designs Inc
STC;STC UN Equity;Stewart Information Services Corp
SIVB;SIVB UW Equity;SVB Financial Group
SMTC;SMTC UW Equity;Semtech Corp
SMRTQ;SMRTQ UW Equity;Stein Mart Inc
LEN/B;LEN/B UN Equity;Lennar Corp
PII;PII UN Equity;Polaris Inc
TLN;TLN UN Equity;Talen Energy Corp
BLBD;BLBD UQ Equity;Blue Bird Corp
PCTY;PCTY UW Equity;Paylocity Holding Corp
STBA;STBA UW Equity;S&T Bancorp Inc
AWR;AWR UN Equity;American States Water Co
TNC;TNC UN Equity;Tennant Co
HQY;HQY UW Equity;HealthEquity Inc
LMNR;LMNR UW Equity;Limoneira Co
TMP;TMP UA Equity;Tompkins Financial Corp
TECH;TECH UW Equity;Bio-Techne Corp
CLDX;CLDX UW Equity;Celldex Therapeutics Inc
TFX;TFX UN Equity;Teleflex Inc
ADVM;ADVM UQ Equity;Adverum Biotechnologies Inc
SGMS;SGMS UW Equity;Scientific Games Corp
BLX;BLX UN Equity;Bladex
TRMB;TRMB UW Equity;Trimble Inc
TRST;TRST UW Equity;TrustCo Bank Corp NY
TTI;TTI UN Equity;TETRA Technologies Inc
UBSI;UBSI UW Equity;United Bankshares Inc/WV
ARW;ARW UN Equity;Arrow Electronics Inc
UFCS;UFCS UW Equity;United Fire Group Inc
PAHC;PAHC UQ Equity;Phibro Animal Health Corp
KMPR;KMPR UN Equity;Kemper Corp
HEI/A;HEI/A UN Equity;HEICO Corp
PTCT;PTCT UW Equity;PTC Therapeutics Inc
1731877D;1731877D UN Equity;Valspar Corp/The
VMI;VMI UN Equity;Valmont Industries Inc
VICR;VICR UW Equity;Vicor Corp
ZOES;ZOES UN Equity;Zoe's Kitchen Inc
VOXX;VOXX UW Equity;VOXX International Corp
DX;DX UN Equity;Dynex Capital Inc
TTEK;TTEK UW Equity;Tetra Tech Inc
WTS;WTS UN Equity;Watts Water Technologies Inc
WBS;WBS UN Equity;Webster Financial Corp
WDFC;WDFC UW Equity;WD-40 Co
WERN;WERN UW Equity;Werner Enterprises Inc
WAFD;WAFD UW Equity;Washington Federal Inc
JW/A;JW/A UN Equity;John Wiley & Sons Inc
WIRE;WIRE UW Equity;Encore Wire Corp
WRLD;WRLD UW Equity;World Acceptance Corp
WSO;WSO UN Equity;Watsco Inc
ZBRA;ZBRA UW Equity;Zebra Technologies Corp
SKT;SKT UN Equity;Tanger Factory Outlet Centers Inc
SIG;SIG UN Equity;Signet Jewelers Ltd
OHI;OHI UN Equity;Omega Healthcare Investors Inc
TCO;TCO UN Equity;Taubman Centers Inc
LFUS;LFUS UW Equity;Littelfuse Inc
SM;SM UN Equity;SM Energy Co
CHUY;CHUY UW Equity;Chuy's Holdings Inc
BBOX;BBOX UW Equity;Black Box Corp
APTS;APTS UN Equity;Preferred Apartment Communities Inc
CRY;CRY UN Equity;CryoLife Inc
AKR;AKR UN Equity;Acadia Realty Trust
PERY;PERY UW Equity;Perry Ellis International Inc
RGA;RGA UN Equity;Reinsurance Group of America Inc
CVEO;CVEO UN Equity;Civeo Corp
GEF;GEF UN Equity;Greif Inc
PPS;PPS UN Equity;Post Properties Inc
BYD;BYD UN Equity;Boyd Gaming Corp
MCRI;MCRI UW Equity;Monarch Casino & Resort Inc
MOV;MOV UN Equity;Movado Group Inc
UTEK;UTEK UW Equity;Ultratech Inc
BFS;BFS UN Equity;Saul Centers Inc
MHO;MHO UN Equity;M/I Homes Inc
ROCK;ROCK UW Equity;Gibraltar Industries Inc
VSLR;VSLR UN Equity;Vivint Solar Inc
AVID;AVID UW Equity;Avid Technology Inc
UFPI;UFPI UW Equity;UFP Industries Inc
LXP;LXP UN Equity;Lexington Realty Trust
HRTH;HRTH UN Equity;Harte Hanks Inc
FFIN;FFIN UW Equity;First Financial Bankshares Inc
FWRD;FWRD UW Equity;Forward Air Corp
HAIN;HAIN UW Equity;Hain Celestial Group Inc/The
MAA;MAA UN Equity;Mid-America Apartment Communities Inc
FEIC;FEIC UW Equity;FEI Co
SHOO;SHOO UW Equity;Steven Madden Ltd
TSCO;TSCO UW Equity;Tractor Supply Co
MED;MED UN Equity;Medifast Inc
AF;AF UN Equity;Astoria Financial Corp
DAKT;DAKT UW Equity;Daktronics Inc
ALB;ALB UN Equity;Albemarle Corp
TBI;TBI UN Equity;TrueBlue Inc
CRDF;CRDF UR Equity;Cardiff Oncology Inc
DSPG;DSPG UW Equity;DSP Group Inc
BPFH;BPFH UW Equity;Boston Private Financial Holdings Inc
MINI;MINI UW Equity;Mobile Mini Inc
DAR;DAR UN Equity;Darling Ingredients Inc
SCSC;SCSC UW Equity;ScanSource Inc
EXP;EXP UN Equity;Eagle Materials Inc
OUTR;OUTR UW Equity;Coinstar LLC
HIW;HIW UN Equity;Highwoods Properties Inc
CALM;CALM UW Equity;Cal-Maine Foods Inc
SSD;SSD UN Equity;Simpson Manufacturing Co Inc
ESS;ESS UN Equity;Essex Property Trust Inc
ISCA;ISCA UW Equity;International Speedway Corp
GEO;GEO UN Equity;GEO Group Inc/The
MATW;MATW UW Equity;Matthews International Corp
HW;HW UN Equity;Headwaters Inc
CLI;CLI UN Equity;Mack-Cali Realty Corp
WIBC;WIBC UW Equity;Wilshire Bancorp Inc
TK;TK UN Equity;Teekay Corp
9876444D;9876444D UN Equity;Knight Transportation Inc
O;O UN Equity;Realty Income Corp
IMAX;IMAX UN Equity;IMAX Corp
OREXQ;OREXQ UW Equity;Orexigen Therapeutics Inc
NWBI;NWBI UW Equity;Northwest Bancshares Inc
VECO;VECO UW Equity;Veeco Instruments Inc
ANDE;ANDE UW Equity;Andersons Inc/The
SLGN;SLGN UW Equity;Silgan Holdings Inc
BRKS;BRKS UW Equity;Brooks Automation Inc
ACIW;ACIW UW Equity;ACI Worldwide Inc
RCII;RCII UW Equity;Rent-A-Center Inc/TX
NATI;NATI UW Equity;National Instruments Corp
LGF/A;LGF/A UN Equity;Lions Gate Entertainment Corp
MPG;MPG UN Equity;Metaldyne Performance Group Inc
SVC;SVC UN Equity;Service Properties Trust
IART;IART UW Equity;Integra LifeSciences Holdings Corp
IBOC;IBOC UW Equity;International Bancshares Corp
NAT;NAT UN Equity;Nordic American Tankers Ltd
POOL;POOL UW Equity;Pool Corp
MD;MD UN Equity;MEDNAX Inc
CENX;CENX UW Equity;Century Aluminum Co
AEIS;AEIS UW Equity;Advanced Energy Industries Inc
CSGS;CSGS UW Equity;CSG Systems International Inc
CRRTQ;CRRTQ UN Equity;CARBO Ceramics Inc
VMW;VMW UN Equity;VMware Inc
TTEC;TTEC UW Equity;TTEC Holdings Inc
DCOM;DCOM UW Equity;Dime Community Bancshares Inc
LORL;LORL UW Equity;Loral Space & Communications Inc
THG;THG UN Equity;Hanover Insurance Group Inc/The
GEOS;GEOS UW Equity;Geospace Technologies Corp
PRXL;PRXL UW Equity;PAREXEL International Corp
SWM;SWM UN Equity;Schweitzer-Mauduit International Inc
HOPE;HOPE UW Equity;Hope Bancorp Inc
HAFC;HAFC UW Equity;Hanmi Financial Corp
MCF;MCF UA Equity;Contango Oil & Gas Co
ATRS;ATRS UR Equity;Antares Pharma Inc
STRA;STRA UW Equity;Strategic Education Inc
MASI;MASI UW Equity;Masimo Corp
HIBB;HIBB UW Equity;Hibbett Sports Inc
RASFQ;RASFQ UN Equity;RAIT Financial Trust
CHMA;CHMA UW Equity;Chiasma Inc
NCI;NCI UN Equity;Navigant Consulting Inc
AMSF;AMSF UW Equity;AMERISAFE Inc
MFA;MFA UN Equity;MFA Financial Inc
TGI;TGI UN Equity;Triumph Group Inc
FOGO;FOGO UW Equity;Fogo De Chao Inc
MB;MB UQ Equity;MINDBODY Inc
UNFI;UNFI UW Equity;United Natural Foods Inc
HLX;HLX UN Equity;Helix Energy Solutions Group Inc
WTFC;WTFC UW Equity;Wintrust Financial Corp
FORR;FORR UW Equity;Forrester Research Inc
VSAT;VSAT UW Equity;Viasat Inc
LAD;LAD UN Equity;Lithia Motors Inc
OLLI;OLLI UQ Equity;Ollie's Bargain Outlet Holdings Inc
RSTI;RSTI UW Equity;Rofin-Sinar Technologies Inc
KRC;KRC UN Equity;Kilroy Realty Corp
DEL;DEL UN Equity;Deltic Timber Corp
SKYW;SKYW UW Equity;SkyWest Inc
EPIQ;EPIQ UW Equity;Epiq Systems Inc
SPTN;SPTN UW Equity;SpartanNash Co
UMPQ;UMPQ UW Equity;Umpqua Holdings Corp
CXW;CXW UN Equity;CoreCivic Inc
OSIS;OSIS UW Equity;OSI Systems Inc
OZK;OZK UW Equity;Bank OZK
NGVC;NGVC UN Equity;Natural Grocers by Vitamin Cottage Inc
JBLU;JBLU UW Equity;JetBlue Airways Corp
FIX;FIX UN Equity;Comfort Systems USA Inc
FARO;FARO UW Equity;FARO Technologies Inc
EPR;EPR UN Equity;EPR Properties
AMCX;AMCX UW Equity;AMC Networks Inc
SAVE;SAVE UW Equity;Spirit Airlines Inc
PETS;PETS UW Equity;PetMed Express Inc
POWI;POWI UW Equity;Power Integrations Inc
HI;HI UN Equity;Hillenbrand Inc
DRQ;DRQ UN Equity;Dril-Quip Inc
SFL;SFL UN Equity;SFL Corp Ltd
KOS;KOS UN Equity;Kosmos Energy Ltd
MKSI;MKSI UW Equity;MKS Instruments Inc
INGR;INGR UN Equity;Ingredion Inc
AT;AT UN Equity;Atlantic Power Corp
SRDX;SRDX UW Equity;Surmodics Inc
MANH;MANH UW Equity;Manhattan Associates Inc
NM;NM UN Equity;Navios Maritime Holdings Inc
BRKL;BRKL UW Equity;Brookline Bancorp Inc
GOGO;GOGO UW Equity;Gogo Inc
AMSG;AMSG UW Equity;Amsurg Corp
9999998D;9999998D UN Equity;Seadrill Ltd/old
CPA;CPA UN Equity;Copa Holdings SA
LHO;LHO UN Equity;LaSalle Hotel Properties
XAN;XAN UN Equity;Exantas Capital Corp
HSII;HSII UW Equity;Heidrick & Struggles International Inc
DHT;DHT UN Equity;DHT Holdings Inc
HZO;HZO UN Equity;MarineMax Inc
FNFG;FNFG UW Equity;First Niagara Financial Group Inc
KFY;KFY UN Equity;Korn Ferry
PVTB;PVTB UW Equity;PrivateBancorp Inc
SKX;SKX UN Equity;Skechers USA Inc
CYS;CYS UN Equity;CYS Investments Inc
CEB;CEB UN Equity;CEB Inc
GPT;GPT UN Equity;Gramercy Property Trust
MDCO;MDCO UW Equity;Medicines Co/The
CRI;CRI UN Equity;Carter's Inc
EPAY;EPAY UW Equity;Bottomline Technologies DE Inc
CIM;CIM UN Equity;Chimera Investment Corp
DHC;DHC UN Equity;Diversified Healthcare Trust
EWBC;EWBC UW Equity;East West Bancorp Inc
JCOM;JCOM UW Equity;J2 Global Inc
TGH;TGH UN Equity;Textainer Group Holdings Ltd
STMP;STMP UW Equity;Stamps.com Inc
UNTD;UNTD UW Equity;United Online Inc
HTS;HTS UN Equity;Hatteras Financial Corp
UCBI;UCBI UW Equity;United Community Banks Inc/GA
ECPG;ECPG UW Equity;Encore Capital Group Inc
CIR;CIR UN Equity;CIRCOR International Inc
NTRI;NTRI UW Equity;Nutrisystem Inc
VVC;VVC UN Equity;Vectren Corp
RGP;RGP UW Equity;Resources Connection Inc
SB;SB UN Equity;Safe Bulkers Inc
LPI;LPI UN Equity;Laredo Petroleum Inc
CVLT;CVLT UW Equity;CommVault Systems Inc
ACM;ACM UN Equity;AECOM
AVAV;AVAV UW Equity;AeroVironment Inc
CLMS;CLMS UW Equity;Calamos Asset Management Inc
DTSI;DTSI UW Equity;DTS Inc/CA
STWD;STWD UN Equity;Starwood Property Trust Inc
FNGN;FNGN UW Equity;Financial Engines Inc
GHL;GHL UN Equity;Greenhill & Co Inc
ININ;ININ UW Equity;Interactive Intelligence Group Inc
1627503D;1627503D UN Equity;Colony Capital Inc/Old
ARI;ARI UN Equity;Apollo Commercial Real Estate Finance In
NTUS;NTUS UW Equity;Natus Medical Inc
INVN;INVN UN Equity;InvenSense Inc
NTCT;NTCT UW Equity;NetScout Systems Inc
PRFT;PRFT UW Equity;Perficient Inc
SYNA;SYNA UW Equity;Synaptics Inc
STNG;STNG UN Equity;Scorpio Tankers Inc
UTHR;UTHR UW Equity;United Therapeutics Corp
WCG;WCG UN Equity;WellCare Health Plans Inc
NILE;NILE UW Equity;Blue Nile Inc
TDY;TDY UN Equity;Teledyne Technologies Inc
DKS;DKS UN Equity;Dick's Sporting Goods Inc
MANT;MANT UW Equity;ManTech International Corp/VA
BWLD;BWLD UW Equity;Buffalo Wild Wings Inc
XOXO;XOXO UN Equity;XO Group Inc
ENDP;ENDP UW Equity;Endo International PLC
CCMP;CCMP UW Equity;CMC Materials Inc
OMCL;OMCL UW Equity;Omnicell Inc
ITGR;ITGR UN Equity;Integer Holdings Corp
PNFP;PNFP UW Equity;Pinnacle Financial Partners Inc
