Ticker;Ticker BBG;Name
CLPR;CLPR UN Equity;Clipper Realty Inc
WLTW;WLTW UW Equity;Willis Towers Watson PLC
ESXB;ESXB UR Equity;Community Bankers Trust Corp
NXEO;NXEO UR Equity;Nexeo Solutions Inc
DXC;DXC UN Equity;DXC Technology Co
MGEN;MGEN UR Equity;Miragen Therapeutics Inc
INSE;INSE UR Equity;Inspired Entertainment Inc
PVAC;PVAC UW Equity;Penn Virginia Corp
CDZI;CDZI UQ Equity;Cadiz Inc
CYBE;CYBE UQ Equity;CyberOptics Corp
KLDX;KLDX UA Equity;Klondex Mines Ltd
ROSEQ;ROSEQ UR Equity;Rosehill Resources Inc
EML;EML UQ Equity;Eastern Co/The
TWNK;TWNK UR Equity;Hostess Brands Inc
KINS;KINS UR Equity;Kingstone Cos Inc
CIVB;CIVB UR Equity;Civista Bancshares Inc
MTNB;MTNB UA Equity;Matinas BioPharma Holdings Inc
FONR;FONR UR Equity;FONAR Corp
STRL;STRL UW Equity;Sterling Construction Co Inc
SBCP;SBCP UR Equity;Sunshine Bancorp Inc
EVI;EVI UA Equity;EVI Industries Inc
NSSC;NSSC UW Equity;Napco Security Technologies Inc
PIRS;PIRS UR Equity;Pieris Pharmaceuticals Inc
EEX;EEX UN Equity;Emerald Holding Inc
BCEI;BCEI UN Equity;Bonanza Creek Energy Inc
MLP;MLP UN Equity;Maui Land & Pineapple Co Inc
CHMI;CHMI UN Equity;Cherry Hill Mortgage Investment Corp
SMHI;SMHI UN Equity;SEACOR Marine Holdings Inc
SNDR;SNDR UN Equity;Schneider National Inc
DSKE;DSKE UR Equity;Daseke Inc
RGCO;RGCO UQ Equity;RGC Resources Inc
ELVT;ELVT UN Equity;Elevate Credit Inc
PCYO;PCYO UR Equity;Pure Cycle Corp
QTNT;QTNT UQ Equity;Quotient Ltd
RVLT;RVLT UR Equity;Revolution Lighting Technologies Inc
DNBF;DNBF UR Equity;DNB Financial Corp
VREX;VREX UW Equity;Varex Imaging Corp
TRCB;TRCB UQ Equity;Two River Bancorp
HDSN;HDSN UR Equity;Hudson Technologies Inc
OVBC;OVBC UQ Equity;Ohio Valley Banc Corp
PCMI;PCMI UQ Equity;PCM Inc
UNTY;UNTY UQ Equity;Unity Bancorp Inc
RICK;RICK UQ Equity;RCI Hospitality Holdings Inc
BGSF;BGSF UA Equity;BG Staffing Inc
ISTR;ISTR UQ Equity;Investar Holding Corp
SBBP;SBBP UW Equity;Strongbridge Biopharma PLC
UBFO;UBFO UW Equity;United Security Bancshares/Fresno CA
NBN;NBN UQ Equity;Northeast Bank
JILL;JILL UN Equity;J Jill Inc
HSTO;HSTO UQ Equity;Histogen Inc
SLP;SLP UR Equity;Simulations Plus Inc
TSBK;TSBK UQ Equity;Timberland Bancorp Inc/WA
LLEXQ;LLEXQ UA Equity;Lilis Energy Inc
OPOF;OPOF UR Equity;Old Point Financial Corp
KEGX;KEGX UN Equity;Key Energy Services Inc
AXTI;AXTI UW Equity;AXT Inc
HBP;HBP UR Equity;Huttig Building Products Inc
BOCH;BOCH UQ Equity;Bank of Commerce Holdings
EVBN;EVBN UA Equity;Evans Bancorp Inc
PSDO;PSDO UW Equity;Presidio Inc
REPH;REPH UR Equity;Recro Pharma Inc
CJ;CJ UN Equity;C&J Energy Services Inc
BBGI;BBGI UQ Equity;Beasley Broadcast Group Inc
RBNC;RBNC UR Equity;Reliant Bancorp Inc
FBMS;FBMS UQ Equity;First Bancshares Inc/The
BIVV;BIVV UW Equity;Bioverativ Inc
LAUR;LAUR UW Equity;Laureate Education Inc
BCBP;BCBP UQ Equity;BCB Bancorp Inc
VIVE;VIVE UR Equity;Viveve Medical Inc
CADE;CADE UN Equity;Cadence BanCorp
HCC;HCC UN Equity;Warrior Met Coal Inc
UPLCQ;UPLCQ UW Equity;Ultra Petroleum Corp
TCFC;TCFC UR Equity;Community Financial Corp/The
FNBG;FNBG UW Equity;FNB Bancorp/CA
FBRX;FBRX UW Equity;Forte Biosciences Inc
VBIV;VBIV UR Equity;VBI Vaccines Inc
AMPY;AMPY UN Equity;Amplify Energy Corp
METC;METC UW Equity;Ramaco Resources Inc
MLVF;MLVF UQ Equity;Malvern Bancorp Inc
PBIP;PBIP UQ Equity;Prudential Bancorp Inc
RCM;RCM UR Equity;R1 RCM Inc
ARD;ARD UN Equity;Ardagh Group SA
ADES;ADES UQ Equity;Advanced Emissions Solutions Inc
CARS;CARS UN Equity;Cars.com Inc
SBOW;SBOW UN Equity;SilverBow Resources Inc
PLSE;PLSE UR Equity;Pulse Biosciences Inc
OVID;OVID UW Equity;Ovid therapeutics Inc
NVLNF;NVLNF UW Equity;Novelion Therapeutics Inc
LEAF;LEAF UN Equity;Leaf Group Ltd
FATE;FATE UQ Equity;Fate Therapeutics Inc
WLDN;WLDN UQ Equity;Willdan Group Inc
REN;REN UN Equity;Resolute Energy Corp
SMBK;SMBK UR Equity;SmartFinancial Inc
ST;ST UN Equity;Sensata Technologies Holding PLC
NODK;NODK UR Equity;NI Holdings Inc
TALO;TALO UN Equity;Talos Energy Inc
OFED;OFED UR Equity;Oconee Federal Financial Corp
VST;VST UN Equity;Vistra Corp
AYX;AYX UN Equity;Alteryx Inc
CRBP;CRBP UQ Equity;Corbus Pharmaceuticals Holdings Inc
ENFC;ENFC UQ Equity;Entegra Financial Corp
GIFI;GIFI UW Equity;Gulf Island Fabrication Inc
DS;DS UN Equity;Drive Shack Inc
HBMD;HBMD UR Equity;Howard Bancorp Inc
GNK;GNK UN Equity;Genco Shipping & Trading Ltd
BASX;BASX UN Equity;Basic Energy Services Inc
PCSB;PCSB UR Equity;PCSB Financial Corp
EGC;EGC UW Equity;Energy XXI Gulf Coast LLC
SRT;SRT UN Equity;StarTek Inc
DK;DK UN Equity;Delek US Holdings Inc
OOMA;OOMA UN Equity;Ooma Inc
HKRSQ;HKRSQ UN Equity;Battalion Oil Corp
INFO;INFO UW Equity;IHS Markit Ltd
NEX;NEX UN Equity;NexTier Oilfield Solutions Inc
ATH;ATH UN Equity;Athene Holding Ltd
ICHR;ICHR UW Equity;Ichor Holdings Ltd
HLNE;HLNE UW Equity;Hamilton Lane Inc
FND;FND UN Equity;Floor & Decor Holdings Inc
JELD;JELD UN Equity;JELD-WEN Holding Inc
VRS;VRS UN Equity;Verso Corp
JCAP;JCAP UN Equity;Jernigan Capital Inc
BTU;BTU UN Equity;Peabody Energy Corp
TELL;TELL UR Equity;Tellurian Inc
PEBK;PEBK UQ Equity;Peoples Bancorp of North Carolina Inc
CVNA;CVNA UN Equity;Carvana Co
MSL;MSL UN Equity;MidSouth Bancorp Inc
NCSM;NCSM UW Equity;NCS Multistage Holdings Inc
CLDR;CLDR UN Equity;Cloudera Inc
ITI;ITI UR Equity;Iteris Inc
WRD;WRD UN Equity;WildHorse Resource Development Corp
RC;RC UN Equity;Ready Capital Corp
UPLD;UPLD UQ Equity;Upland Software Inc
EARN;EARN UN Equity;Ellington Residential Mortgage REIT
BFYT;BFYT UQ Equity;Benefytt Technologies Inc
ANAB;ANAB UW Equity;AnaptysBio Inc
OKTA;OKTA UW Equity;Okta Inc
FGBI;FGBI UQ Equity;First Guaranty Bancshares Inc
KURA;KURA UW Equity;Kura Oncology Inc
HGV;HGV UN Equity;Hilton Grand Vacations Inc
PK;PK UN Equity;Park Hotels & Resorts Inc
REVG;REVG UN Equity;REV Group Inc
JAG;JAG UN Equity;Jagged Peak Energy Inc
JNCE;JNCE UW Equity;Jounce Therapeutics Inc
MVIS;MVIS UQ Equity;MicroVision Inc
NWFL;NWFL UQ Equity;Norwood Financial Corp
RVSB;RVSB UW Equity;Riverview Bancorp Inc
PXLW;PXLW UQ Equity;Pixelworks Inc
INVH;INVH UN Equity;Invitation Homes Inc
PKBK;PKBK UR Equity;Parke Bancorp Inc
NXPI;NXPI UW Equity;NXP Semiconductors NV
AKTS;AKTS UR Equity;Akoustis Technologies Inc
KIN;KIN UR Equity;Kindred Biosciences Inc
GSIT;GSIT UW Equity;GSI Technology Inc
YEXT;YEXT UN Equity;Yext Inc
AKAOQ;AKAOQ UQ Equity;Achaogen Inc
BHVN;BHVN UN Equity;Biohaven Pharmaceutical Holding Co Ltd
KREF;KREF UN Equity;KKR Real Estate Finance Trust Inc
ARCH;ARCH UN Equity;Arch Resources Inc
CDEV;CDEV UR Equity;Centennial Resource Development Inc/DE
CCN;CCN UQ Equity;CardConnect Corp
FMAO;FMAO UR Equity;Farmers & Merchants Bancorp Inc/Archbold
GNTY;GNTY UW Equity;Guaranty Bancshares Inc/TX
ASBB;ASBB UQ Equity;ASB Bancorp Inc
WTTR;WTTR UN Equity;Select Energy Services Inc
PUMP;PUMP UN Equity;ProPetro Holding Corp
MULE;MULE UN Equity;MuleSoft Inc
IVAC;IVAC UW Equity;Intevac Inc
TCX;TCX UR Equity;Tucows Inc
OMNT;OMNT UR Equity;Ominto Inc
KEM;KEM UN Equity;KEMET Corp
NYMX;NYMX UR Equity;Nymox Pharmaceutical Corp
FBM;FBM UN Equity;Foundation Building Materials Inc
SHLOQ;SHLOQ UW Equity;Shiloh Industries Inc
SOI;SOI UN Equity;Solaris Oilfield Infrastructure Inc
IR;IR UN Equity;Ingersoll Rand Inc
VERI;VERI UQ Equity;Veritone Inc
TNTRQ;TNTRQ UQ Equity;Tintri Inc
CEIX;CEIX UN Equity;CONSOL Energy Inc
BKR;BKR UN Equity;Baker Hughes Co
TRTX;TRTX UN Equity;TPG RE Finance Trust Inc
KALA;KALA UW Equity;Kala Pharmaceuticals Inc
CLXT;CLXT UQ Equity;Calyxt Inc
CBTX;CBTX UW Equity;CBTX Inc
GTHX;GTHX UW Equity;G1 Therapeutics Inc
PETQ;PETQ UW Equity;PetIQ Inc
BHF;BHF UW Equity;Brighthouse Financial Inc
BKI;BKI UN Equity;Black Knight Inc
HBB;HBB UN Equity;Hamilton Beach Brands Holding Co
SEND;SEND UN Equity;SendGrid Inc
AQUA;AQUA UN Equity;Evoqua Water Technologies Corp
FNKO;FNKO UW Equity;Funko Inc
ALNA;ALNA UW Equity;Allena Pharmaceuticals Inc
SPRO;SPRO UW Equity;Spero Therapeutics Inc
APLS;APLS UW Equity;Apellis Pharmaceuticals Inc
PQG;PQG UN Equity;PQ Group Holdings Inc
RBB;RBB UW Equity;RBB Bancorp
RYTM;RYTM UQ Equity;Rhythm Pharmaceuticals Inc
SNNAQ;SNNAQ UW Equity;Sienna Biopharmaceuticals Inc
SWCH;SWCH UN Equity;Switch Inc
DD;DD UN Equity;DuPont de Nemours Inc
RDFN;RDFN UW Equity;Redfin Corp
SAFE;SAFE UN Equity;Safehold Inc
SGH;SGH UW Equity;SMART Global Holdings Inc
MCB;MCB UN Equity;Metropolitan Bank Holding Corp
WOW;WOW UN Equity;WideOpenWest Inc
CNNE;CNNE UN Equity;Cannae Holdings Inc
RNGR;RNGR UN Equity;Ranger Energy Services Inc
AQ;AQ UN Equity;Aquantia Corp
DLPH;DLPH UN Equity;Delphi Technologies PLC
GPMT;GPMT UN Equity;Granite Point Mortgage Trust Inc
EYE;EYE UW Equity;National Vision Holdings Inc
KIDS;KIDS UQ Equity;OrthoPediatrics Corp
VERO;VERO UQ Equity;Venus Concept Inc
AKCA;AKCA UW Equity;Akcea Therapeutics Inc
CELC;CELC UR Equity;Celcuity Inc
JBGS;JBGS UN Equity;JBG SMITH Properties
OPTN;OPTN UW Equity;Optinose Inc
ATNX;ATNX UW Equity;Athenex Inc
MRSN;MRSN UW Equity;Mersana Therapeutics Inc
BY;BY UN Equity;Byline Bancorp Inc
DCPH;DCPH UW Equity;Deciphera Pharmaceuticals Inc
DOVA;DOVA UQ Equity;Dova Pharmaceuticals Inc
ALRN;ALRN UQ Equity;Aileron Therapeutics Inc
RBBN;RBBN UW Equity;Ribbon Communications Inc
MBIN;MBIN UR Equity;Merchants Bancorp/IN
FSCT;FSCT UQ Equity;Forescout Technologies Inc
BPRN;BPRN UW Equity;Bank of Princeton/The
PRPL;PRPL UR Equity;Purple Innovation Inc
CELH;CELH UR Equity;Celsius Holdings Inc
MAXR;MAXR UN Equity;Maxar Technologies Inc
CBFV;CBFV UQ Equity;CB Financial Services Inc
HUD;HUD UN Equity;Hudson Ltd
CLNC;CLNC UN Equity;Colony Credit Real Estate Inc
NVT;NVT UN Equity;nVent Electric PLC
BH/A;BH/A UN Equity;Biglari Holdings Inc
PAR;PAR UN Equity;PAR Technology Corp
BCML;BCML UW Equity;BayCom Corp
CBIO;CBIO UR Equity;Catalyst Biosciences Inc
FUNC;FUNC UW Equity;First United Corp
ABUS;ABUS UW Equity;Arbutus Biopharma Corp
XELA;XELA UR Equity;Exela Technologies Inc
BOMN;BOMN UR Equity;Boston Omaha Corp
CATC;CATC UR Equity;Cambridge Bancorp
SYNL;SYNL UQ Equity;Synalloy Corp
SMPL;SMPL UR Equity;Simply Good Foods Co/The
RCKY;RCKY UW Equity;Rocky Brands Inc
CLBK;CLBK UW Equity;Columbia Financial Inc
MPB;MPB UQ Equity;Mid Penn Bancorp Inc
PDLB;PDLB UQ Equity;PDL Community Bancorp
LILA;LILA UW Equity;Liberty Latin America Ltd
LILAK;LILAK UW Equity;Liberty Latin America Ltd
SBBX;SBBX UQ Equity;SB One Bancorp
AVYA;AVYA UN Equity;Avaya Holdings Corp
AUBN;AUBN UQ Equity;Auburn National BanCorp Inc
BVH;BVH UN Equity;Bluegreen Vacations Holding Corp
PRSP;PRSP UN Equity;Perspecta Inc
WH;WH UN Equity;Wyndham Hotels & Resorts Inc
SMTA;SMTA UN Equity;Spirit MTA REIT
CVIAQ;CVIAQ UN Equity;Covia Holdings Corp
CASI;CASI UR Equity;CASI Pharmaceuticals Inc
OVLY;OVLY UR Equity;Oak Valley Bancorp
SIEB;SIEB UR Equity;Siebert Financial Corp
FCCY;FCCY UQ Equity;1st Constitution Bancorp
SIGA;SIGA UQ Equity;SIGA Technologies Inc
ALBO;ALBO UR Equity;Albireo Pharma Inc
FCCO;FCCO UR Equity;First Community Corp/SC
CHX;CHX UN Equity;ChampionX Corp
QES;QES UN Equity;Quintana Energy Services Inc
EGAN;EGAN UR Equity;eGain Corp
DZSI;DZSI UR Equity;DZS Inc
ARL;ARL UN Equity;American Realty Investors Inc
FDBC;FDBC UQ Equity;Fidelity D&D Bancorp Inc
CUE;CUE UR Equity;Cue Biopharma Inc
XXII;XXII UA Equity;22nd Century Group Inc
SCPH;SCPH UW Equity;scPharmaceuticals Inc
TLRA;TLRA UN Equity;Telaria Inc
HEAR;HEAR UQ Equity;Turtle Beach Corp
GTES;GTES UN Equity;Gates Industrial Corp PLC
BXC;BXC UN Equity;BlueLinx Holdings Inc
MNTX;MNTX UR Equity;Manitex International Inc
BXG;BXG UN Equity;Bluegreen Vacations Corp
CLUBQ;CLUBQ UQ Equity;Town Sports International Holdings Inc
VUZI;VUZI UR Equity;Vuzix Corp
FSFG;FSFG UR Equity;First Savings Financial Group Inc
CBAY;CBAY UW Equity;Cymabay Therapeutics Inc
MRNS;MRNS UQ Equity;Marinus Pharmaceuticals Inc
FRBA;FRBA UQ Equity;First Bank/Hamilton NJ
NES;NES UA Equity;Nuverra Environmental Solutions Inc
ESQ;ESQ UR Equity;Esquire Financial Holdings Inc
AMRX;AMRX UN Equity;Amneal Pharmaceuticals Inc
GLIBA;GLIBA UW Equity;GCI Liberty Inc
RVI;RVI UN Equity;Retail Value Inc
IEA;IEA UR Equity;Infrastructure and Energy Alternatives I
ROKU;ROKU UW Equity;Roku Inc
LAND;LAND UQ Equity;Gladstone Land Corp
SYBX;SYBX UQ Equity;Synlogic Inc
MBII;MBII UR Equity;Marrone Bio Innovations Inc
ODT;ODT UW Equity;Odonate Therapeutics Inc
GSHD;GSHD UW Equity;Goosehead Insurance Inc
MBIO;MBIO UQ Equity;Mustang Bio Inc
FENC;FENC UR Equity;Fennec Pharmaceuticals Inc
BFST;BFST UW Equity;Business First Bancshares Inc
ALTR;ALTR UW Equity;Altair Engineering Inc
SVRA;SVRA UW Equity;Savara Inc
LIVX;LIVX UR Equity;LiveXLive Media Inc
LBC;LBC UW Equity;Luther Burbank Corp
DNLI;DNLI UW Equity;Denali Therapeutics Inc
BRT;BRT UN Equity;BRT Apartments Corp
STXB;STXB UW Equity;Spirit of Texas Bancshares Inc
NEXT;NEXT UR Equity;NextDecade Corp
VICI;VICI UN Equity;VICI Properties Inc
9992011D;9992011D UN Equity;FTS International Inc
COLD;COLD UN Equity;Americold Realty Trust
ADT;ADT UN Equity;ADT Inc
NINE;NINE UN Equity;Nine Energy Service Inc
RTWIQ;RTWIQ UN Equity;RTW Retailwinds Inc
FIXX;FIXX UW Equity;Homology Medicines Inc
OPBK;OPBK UQ Equity;OP Bancorp
CYRX;CYRX UR Equity;CryoPort Inc
PFIE;PFIE UR Equity;Profire Energy Inc
GDP;GDP UA Equity;Goodrich Petroleum Corp
GLF;GLF UA Equity;Gulfmark Offshore Inc
NMRK;NMRK UW Equity;Newmark Group Inc
IIN;IIN UQ Equity;IntriCon Corp
PRGX;PRGX UW Equity;PRGX Global Inc
ASUR;ASUR UR Equity;Asure Software Inc
AMRQQ;AMRQQ UR Equity;Alta Mesa Resources Inc
HSDT;HSDT UR Equity;Helius Medical Technologies Inc
CASA;CASA UW Equity;Casa Systems Inc
CDNA;CDNA UQ Equity;CareDx Inc
LEVL;LEVL UW Equity;Level One Bancorp Inc
IIPR;IIPR UN Equity;Innovative Industrial Properties Inc
SKY;SKY UN Equity;Skyline Champion Corp
BWB;BWB UR Equity;Bridgewater Bancshares Inc
PTN;PTN UA Equity;Palatin Technologies Inc
XFOR;XFOR UQ Equity;X4 Pharmaceuticals Inc
CPLG;CPLG UN Equity;CorePoint Lodging Inc
ADMA;ADMA UR Equity;ADMA Biologics Inc
FG;FG UN Equity;FGL Holdings
COGT;COGT UW Equity;Cogent Biosciences Inc
ORIG;ORIG UW Equity;Ocean Rig UDW Inc
RMNI;RMNI UQ Equity;Rimini Street Inc
CVON;CVON UQ Equity;ConvergeOne Holdings Inc
USAP;USAP UW Equity;Universal Stainless & Alloy Products Inc
WHD;WHD UN Equity;Cactus Inc
FCBP;FCBP UR Equity;First Choice Bancorp
NVTRQ;NVTRQ UQ Equity;Nuvectra Corp
ZOM;ZOM UA Equity;Zomedica Corp
INSP;INSP UN Equity;Inspire Medical Systems Inc
WSC;WSC UR Equity;WillScot Mobile Mini Holdings Corp
VCEL;VCEL UR Equity;Vericel Corp
ZS;ZS UW Equity;Zscaler Inc
SAIL;SAIL UN Equity;Sailpoint Technologies Holdings Inc
AGLE;AGLE UQ Equity;Aeglea BioTherapeutics Inc
EOLS;EOLS UQ Equity;Evolus Inc
PTE;PTE UR Equity;PolarityTE Inc
FSBW;FSBW UR Equity;FS Bancorp Inc
ALDX;ALDX UR Equity;Aldeyra Therapeutics Inc
SLCT;SLCT UQ Equity;Select Bancorp Inc
UBX;UBX UW Equity;UNITY Biotechnology Inc
SBT;SBT UR Equity;Sterling Bancorp Inc/MI
ZNOG;ZNOG UQ Equity;Zion Oil & Gas Inc
CTSO;CTSO UR Equity;CytoSorbents Corp
FSTX;FSTX UR Equity;F-star Therapeutics Inc
CDAY;CDAY UN Equity;Ceridian HCM Holding Inc
ACMR;ACMR UQ Equity;ACM Research Inc
VYNE;VYNE UW Equity;VYNE Therapeutics Inc
SSTI;SSTI UR Equity;ShotSpotter Inc
LBRT;LBRT UN Equity;Liberty Oilfield Services Inc
VKTX;VKTX UR Equity;Viking Therapeutics Inc
EAF;EAF UN Equity;GrafTech International Ltd
ILPT;ILPT UW Equity;Industrial Logistics Properties Trust
CWBR;CWBR UR Equity;Cohbar Inc
CARG;CARG UW Equity;Cargurus Inc
AGS;AGS UN Equity;PlayAGS Inc
SLDB;SLDB UW Equity;Solid Biosciences Inc
GFN;GFN UQ Equity;General Finance Corp
MARK;MARK UR Equity;Remark Holdings Inc
AMEH;AMEH UR Equity;Apollo Medical Holdings Inc
RCUS;RCUS UN Equity;Arcus Biosciences Inc
NMTR;NMTR UR Equity;9 Meters Biopharma Inc
EVRG;EVRG UN Equity;Evergy Inc
AVEO;AVEO UR Equity;AVEO Pharmaceuticals Inc
AMRS;AMRS UW Equity;Amyris Inc
SURF;SURF UQ Equity;Surface Oncology Inc
TDW;TDW UN Equity;Tidewater Inc
TYME;TYME UR Equity;Tyme Technologies Inc
ACET;ACET UW Equity;Adicet Bio Inc
BXMT;BXMT UN Equity;Blackstone Mortgage Trust Inc
LASR;LASR UW Equity;nLight Inc
ELOX;ELOX UQ Equity;Eloxx Pharmaceuticals Inc
FSNNQ;FSNNQ UR Equity;Fusion Connect Inc
CBLK;CBLK UW Equity;Carbon Black Inc
ARQL;ARQL UQ Equity;ArQule Inc
ABR;ABR UN Equity;Arbor Realty Trust Inc
ONCT;ONCT UR Equity;Oncternal Therapeutics Inc
CISN;CISN UN Equity;Cision Ltd
IOTS;IOTS UR Equity;Adesto Technologies Corp
OBNK;OBNK UW Equity;Origin Bancorp Inc
CDLX;CDLX UQ Equity;Cardlytics Inc
EVLO;EVLO UW Equity;Evelo Biosciences Inc
CURO;CURO UN Equity;Curo Group Holdings Corp
EQH;EQH UN Equity;Equitable Holdings Inc
DOCU;DOCU UW Equity;DocuSign Inc
MVBF;MVBF UR Equity;MVB Financial Corp
QTRX;QTRX UQ Equity;Quanterix Corp
GH;GH UW Equity;Guardant Health Inc
KOD;KOD UQ Equity;Kodiak Sciences Inc
ESTC;ESTC UN Equity;Elastic NV
DELL;DELL UN Equity;Dell Technologies Inc
KNSA;KNSA UW Equity;Kiniksa Pharmaceuticals Ltd
SRRK;SRRK UW Equity;Scholar Rock Holding Corp
TWST;TWST UW Equity;Twist Bioscience Corp
SIBN;SIBN UQ Equity;SI-BONE Inc
ACA;ACA UN Equity;Arcosa Inc
AXNX;AXNX UW Equity;Axonics Modulation Technologies Inc
OSMT;OSMT UW Equity;Osmotica Pharmaceuticals PLC
SWI;SWI UN Equity;SolarWinds Corp
AGE;AGE UA Equity;AgeX Therapeutics Inc
BSVN;BSVN UW Equity;Bank7 Corp
CWK;CWK UN Equity;Cushman & Wakefield PLC
EIDX;EIDX UW Equity;Eidos Therapeutics Inc
EPRT;EPRT UN Equity;Essential Properties Realty Trust Inc
MGTX;MGTX UW Equity;MeiraGTx Holdings plc
SONO;SONO UW Equity;Sonos Inc
APTX;APTX UW Equity;Aptinyx Inc
MGTA;MGTA UQ Equity;Magenta Therapeutics Inc
KZR;KZR UW Equity;Kezar Life Sciences Inc
XERS;XERS UW Equity;Xeris Pharmaceuticals Inc
AVRO;AVRO UW Equity;Avrobio Inc
IIIV;IIIV UW Equity;I3 Verticals Inc
YMAB;YMAB UW Equity;Y-mAbs Therapeutics Inc
PS;PS UW Equity;Pluralsight Inc
ECOR;ECOR UW Equity;ElectroCore Inc
RUBY;RUBY UW Equity;Rubius Therapeutics Inc
CRNX;CRNX UW Equity;Crinetics Pharmaceuticals Inc
CCB;CCB UW Equity;Coastal Financial Corp/WA
GTXMQ;GTXMQ UN Equity;Garrett Motion Inc
FTDR;FTDR UW Equity;frontdoor Inc
SVMK;SVMK UW Equity;SVMK Inc
PLAN;PLAN UN Equity;Anaplan Inc
ALLO;ALLO UW Equity;Allogene Therapeutics Inc
CBNK;CBNK UW Equity;Capital Bancorp Inc
ETRN;ETRN UN Equity;Equitrans Midstream Corp
GRTS;GRTS UW Equity;Gritstone Oncology Inc
REPL;REPL UW Equity;Replimune Group Inc
ALLK;ALLK UW Equity;Allakos Inc
CNST;CNST UW Equity;Constellation Pharmaceuticals Inc
ARVN;ARVN UW Equity;Arvinas Inc
STRO;STRO UQ Equity;Sutro Biopharma Inc
USX;USX UN Equity;US Xpress Enterprises Inc
CHRA;CHRA UN Equity;Charah Solutions Inc
AVLR;AVLR UN Equity;Avalara Inc
VAPO;VAPO UN Equity;Vapotherm Inc
NTGN;NTGN UW Equity;Neon Therapeutics Inc
LOVE;LOVE UQ Equity;Lovesac Co/The
KLXE;KLXE UW Equity;KLX Energy Services Holdings Inc
PRNB;PRNB UW Equity;Principia Biopharma Inc
BPYU;BPYU UW Equity;Brookfield Property REIT Inc
LOGC;LOGC UQ Equity;LogicBio Therapeutics Inc
AMAL;AMAL UQ Equity;Amalgamated Bank
AQST;AQST UQ Equity;Aquestive Therapeutics Inc
MESA;MESA UW Equity;Mesa Air Group Inc
REZI;REZI UN Equity;Resideo Technologies Inc
BJ;BJ UN Equity;BJ's Wholesale Club Holdings Inc
BV;BV UN Equity;BrightView Holdings Inc
TBIO;TBIO UW Equity;Translate Bio Inc
FTSV;FTSV UW Equity;Forty Seven Inc
TCDA;TCDA UW Equity;Tricida Inc
STIM;STIM UQ Equity;Neuronetics Inc
BRY;BRY UW Equity;Berry Corp
FOCS;FOCS UW Equity;Focus Financial Partners Inc
TENB;TENB UW Equity;Tenable Holdings Inc
FVCB;FVCB UR Equity;FVCBankcorp Inc
LQDA;LQDA UR Equity;Liquidia Corp
UPWK;UPWK UW Equity;Upwork Inc
DOMO;DOMO UQ Equity;Domo Inc
PCB;PCB UW Equity;PCB Bancorp
EQ;EQ UQ Equity;Equillium Inc
YETI;YETI UN Equity;YETI Holdings Inc
LIN;LIN UN Equity;Linde PLC
EVOP;EVOP UQ Equity;Evo Payments Inc
VRCA;VRCA UQ Equity;Verrica Pharmaceuticals Inc
ELAN;ELAN UN Equity;Elanco Animal Health Inc
ARLO;ARLO UN Equity;Arlo Technologies Inc
LTHM;LTHM UN Equity;Livent Corp
APYX;APYX UW Equity;Apyx Medical Corp
BRID;BRID UQ Equity;Bridgford Foods Corp
PHAS;PHAS UQ Equity;PhaseBio Pharmaceuticals Inc
USWS;USWS UR Equity;US Well Services Inc
CVET;CVET UW Equity;Covetrus Inc
INS;INS UA Equity;Intelligent Systems Corp
CTVA;CTVA UN Equity;Corteva Inc
BFC;BFC UR Equity;Bank First Corp
AVCO;AVCO UR Equity;Avalon GloboCare Corp
NG;NG UA Equity;Novagold Resources Inc
FCAP;FCAP UR Equity;First Capital Inc
EB;EB UN Equity;Eventbrite Inc
ALTM;ALTM UQ Equity;Altus Midstream Co
MFIN;MFIN UW Equity;Medallion Financial Corp
DOW;DOW UN Equity;Dow Inc
CYCN;CYCN UW Equity;Cyclerion Therapeutics Inc
JYNT;JYNT UR Equity;Joint Corp/The
CBAN;CBAN UQ Equity;Colony Bankcorp Inc
BAND;BAND UW Equity;Bandwidth Inc
MFNC;MFNC UR Equity;Mackinac Financial Corp
ACER;ACER UR Equity;Acer Therapeutics Inc
IAA;IAA UN Equity;IAA Inc
NESR;NESR UR Equity;National Energy Services Reunited Corp
KTB;KTB UN Equity;Kontoor Brands Inc
PRTH;PRTH UR Equity;Priority Technology Holdings Inc
CARE;CARE UW Equity;Carter Bankshares Inc
AFIN;AFIN UW Equity;American Finance Trust Inc
FNCB;FNCB UR Equity;FNCB Bancorp Inc
SCU;SCU UN Equity;Sculptor Capital Management Inc
URGN;URGN UQ Equity;UroGen Pharma Ltd
MGY;MGY UN Equity;Magnolia Oil & Gas Corp
OSW;OSW UR Equity;OneSpaWorld Holdings Ltd
MNSB;MNSB UR Equity;MainStreet Bancshares Inc
CHAPQ;CHAPQ UN Equity;Chaparral Energy Inc
MEC;MEC UN Equity;Mayville Engineering Co Inc
BE;BE UN Equity;Bloom Energy Corp
FLMN;FLMN UR Equity;Falcon Minerals Corp
PACDQ;PACDQ UN Equity;Pacific Drilling SA
AMTB;AMTB UW Equity;Amerant Bancorp Inc
LEE;LEE UN Equity;Lee Enterprises Inc
DBX;DBX UW Equity;Dropbox Inc
SDRLF;SDRLF UN Equity;Seadrill Ltd
EFC;EFC UN Equity;Ellington Financial Inc
RFL;RFL UA Equity;Rafael Holdings Inc
